lemma,variant,reason
زَعْزَعَة,لزعزعة,same lemma
ضَمّ,لضم,same lemma
بِي,للبي,same lemma
جَماعَة,للجماعات,same lemma
قُرْآن,للقرآن,same lemma
لِيبِرالِيّ,ليبرالية,same lemma
مِثْل,مثلهم,same lemma
مَجال,مجالي,same lemma
مَحْكُوم,محكومة,same lemma
مَعِيشَة,معيشة,same lemma
تَرَك,نترك,same lemma
واقِع,واقعنا,same lemma
إِسْتراتِيجِيّ,والاستراتيجية,same lemma
حَلّ,والحل,same lemma
رابِع,والرابع,same lemma
ٱِنْتَقَل,وانتقل,same lemma
تَعاوُن,وبالتعاون,same lemma
تابِع,وتتابع,same lemma
ٱِحْتَلّ,وتحتل,same lemma
تَفْكِيك,وتفكيك,same lemma
حَشْد,وحشد,same lemma
رَسْم,ورسم,same lemma
سَعَى,وسعت,same lemma
صُورَة,وصورة,same lemma
مَبْدَأ,ومبادئ,same lemma
مَصْدَر,ومصدر,same lemma
حَدَث,ويحدث,same lemma
بَشَر,يبشر,same lemma
أَدْرَك,يدركوا,same lemma
وَضْع,يضعون,same lemma
عانَى,يعانيه,same lemma
أَعَدّ,يعدون,same lemma
قال,يقولوا,same lemma
أَتاح,أتاح,same lemma
عَمُود,أعمدة,same lemma
لَيِس,أليست,same lemma
إِدارِيّ,إداري,same lemma
إِعْلان,إعلانات,same lemma
إِسْرائِيلِيّ,اسرائيليون,same lemma
أَكِيد,اكيد,same lemma
إِسْبانِيّ,الأسباني,same lemma
عَرَف,الأعراف,same lemma
تَعْزِيز,التعزيزات,same lemma
تَقْوِيم,التقويم,same lemma
حَشْد,الحشد,same lemma
رُوسِيّ,الروسى,same lemma
طَفْرَة,الطفرة,same lemma
فَرْضِيَّة,الفرضية,same lemma
فَرِيد,الفريدة,same lemma
مائِيّ,المائي,same lemma
مَعْرِفِيّ,المعرفية,same lemma
وَحْي,الوحي,same lemma
ٱِمْتَنَع,امتنعت,same lemma
إِجْراء,بإجراءات,same lemma
ٱِعْتِبار,باعتبارهم,same lemma
تَوَجَّه,بالتوجه,same lemma
سَرَطان,بالسرطان,same lemma
مَوْقِف,بالموقف,same lemma
وِزارَة,بالوزارة,same lemma
تَهْرِيب,بتهريب,same lemma
بَيِّن,بينك,same lemma
تَراوَح,تراوحت,same lemma
تَفْسِير,تفسيره,same lemma
تَقَدَّم,تقدماً,same lemma
تَوَتُّر,توترات,same lemma
تَوَجَّه,توجهها,same lemma
جَحِيم,جحيم,same lemma
جِدّ,جده,same lemma
حَتْف,حتفه,same lemma
حَتَّى,حتّى,same lemma
حُرّ,حراك,same lemma
خَسارَة,خسارته,same lemma
دِفاع,دفاعاً,same lemma
رُخْصَة,رخص,same lemma
رَسْم,رسمها,same lemma
طَرْح,سيطرح,same lemma
سِينارِيو,سيناريوهات,same lemma
شاهِد,شاهدوا,same lemma
شَيْء,شيئ,same lemma
طائِفَة,طوائف,same lemma
غَنِيّ,غني,same lemma
غَيْر,غيرنا,same lemma
قال,فتقول,same lemma
فِرار,فرار,same lemma
فَضْل,فضلت,same lemma
قُدْرَة,قدرتهم,same lemma
أَخَذ,لأخذ,same lemma
ٱِسْتِقْلال,لاستقلال,same lemma
تَوْضِيح,لتوضيح,same lemma
ٱِنْتِقال,للانتقال,same lemma
مَرَّة,لمرة,same lemma
ماضِي,ماضي,same lemma
قَدْر,نقدر,same lemma
إِرْسال,وإرسال,same lemma
أَثْر,واثر,same lemma
بَحْرِيّ,والبحرية,same lemma
تَخَلِّي,والتخلي,same lemma
حِزْبِيّ,والحزبية,same lemma
رَجُل,والرجال,same lemma
عُدْوان,والعدوان,same lemma
عِرْقِيّ,والعرقية,same lemma
لُجُوء,واللجوء,same lemma
نَوَى,وتنوي,same lemma
وُدِّيّ,ودي,same lemma
أَجْرَى,وستجري,same lemma
سَواء,وسواء,same lemma
وَقْف,وقفوا,same lemma
مِن,ولمن,same lemma
ٱِشْتَرَى,يشترك,same lemma
أَخِير,أخيرة,same lemma
راوَنْد,أر,same lemma
ضَرَر,أضرارا,same lemma
فِكْر,أفكارهم,same lemma
نَظَر,أنظر,same lemma
إِخْوَة,إخواننا,same lemma
أَفْرَج,افرج,same lemma
أَذَرْبَيْجانِيّ,الأذربيجانية,same lemma
جُرْأَة,الجرأة,same lemma
دَنِمارْكِيّ,الدنماركي,same lemma
طاعَة,الطاعة,same lemma
عَبّاس,العباس,same lemma
فَرْز,الفرز,same lemma
فَهْد,الفهد,same lemma
مَجّانِيّ,المجانية,same lemma
شَيْخ,المشايخ,same lemma
مَمْلَكَة,المملكه,same lemma
الَّذِي,الّتي,same lemma
مَرَض,امراض,same lemma
أَحْدَث,بأحدث,same lemma
حَرَكَة,بالحركة,same lemma
خاصَّة,بخاصة,same lemma
رَسْم,برسم,same lemma
بَرِيد,بريد,same lemma
سَرِقَة,بسرقة,same lemma
سُمْعَة,بسمعة,same lemma
وُجُوب,بوجوب,same lemma
تَحَسُّن,تتحسن,same lemma
تَلَقَّى,تتلق,same lemma
ذَكَر,تذكرة,same lemma
ثَمْر,ثمارها,same lemma
حُبّ,حبة,same lemma
خَرَق,خرقا,same lemma
دِيمُوقراطِيّ,ديمقراطيا,same lemma
ذاتِيّ,ذاتيا,same lemma
رَبْط,ربطت,same lemma
رُوح,روحه,same lemma
أَرْسَل,سترسل,same lemma
شاهِد,شاهدنا,same lemma
صالَة,صالات,same lemma
عاصِمَة,عاصمتها,same lemma
عَنِيف,عنيفا,same lemma
أَمْر,لأمر,same lemma
بَيان,لبيان,same lemma
عَبّاس,لعباس,same lemma
ناخِب,للناخبين,same lemma
مال,مالا,same lemma
مَحَلّ,محالة,same lemma
مُسْتَخْدَم,مستخدمة,same lemma
مُسْتَقِلّ,مستقلين,same lemma
مَسْرَح,مسرحا,same lemma
مُطالِب,مطالباً,same lemma
مُعَدّ,معدة,same lemma
مَعْرِفَة,معرفته,same lemma
مُقْبِل,مقبل,same lemma
مَلْحُوظ,ملحوظة,same lemma
أَحَبّ,نحب,same lemma
نِسْبِيّ,نسبي,same lemma
ٱِسْتَخْدَم,واستخدم,same lemma
ٱِسْتِقْلال,واستقلاله,same lemma
أَمْنِيّ,والأمني,same lemma
أَرْض,والاراضي,same lemma
باحِث,والباحثين,same lemma
جُنْدِيّ,والجنود,same lemma
حَضارَة,والحضارة,same lemma
عُقُوبَة,والعقوبات,same lemma
كَرامَة,والكرامة,same lemma
مُمارَسَة,والممارسات,same lemma
مُمَثِّل,والممثل,same lemma
تَجْهِيز,وتجهيز,same lemma
تَحْلِيل,وتحليل,same lemma
رَكَّز,وركز,same lemma
عَدَد,وعددها,same lemma
قَناة,وقناة,same lemma
كاد,وكاد,same lemma
كَلِمَة,وكلمة,same lemma
مِن,ومنه,same lemma
وَرَد,وورد,same lemma
تَعاوُن,يتعاون,same lemma
صَرَّح,يصرح,same lemma
قِبَل,يقبلون,same lemma
نَفَّذ,ينفذها,same lemma
إِذْن,أذن,same lemma
أَطْلَق,أطلقه,same lemma
أَمْرِيكِيّ,أميركيا,same lemma
هامّ,إلهام,same lemma
ٱِجْتِماعِيّ,اجتماعيا,same lemma
إِحالَة,احالة,same lemma
ٱِسْتِشارِيّ,استشاري,same lemma
أَم,الأمهات,same lemma
ٱِسْتِخْبارِيّ,الاستخبارية,same lemma
إِصْلاحِيّ,الاصلاحي,same lemma
ٱِمْتِحان,الامتحان,same lemma
تَعَهَّد,التعهد,same lemma
سَقْف,السقف,same lemma
كَثِيف,الكثيف,same lemma
لَحْم,اللحم,same lemma
مُؤَرَّخ,المؤرخين,same lemma
مُتَبَقِّي,المتبقي,same lemma
مُحْتَوَى,المحتوى,same lemma
مَسْؤُول,المسئولة,same lemma
مُصْطَفَى,المصطفى,same lemma
مُلائِم,الملائم,same lemma
تَهْدِئَة,بالتهدئة,same lemma
صَبْر,بالصبر,same lemma
إِلْغاء,بالغاء,same lemma
حَماس,بحماس,same lemma
داخِل,بداخلها,same lemma
بَلَد,بلداً,same lemma
مَعْرِفَة,بمعرفة,same lemma
بَيان,بيانًا,same lemma
تَذَكَّر,تذكرت,same lemma
سَأَل,تسأل,same lemma
تَصْوِير,تصويره,same lemma
عِلْم,تعلمون,same lemma
فَرَّق,تفرق,same lemma
جُمْهُور,جمهوره,same lemma
جَنْب,جنباً,same lemma
جَهْد,جهده,same lemma
خَفِيف,خفيف,same lemma
رَصاص,رصاص,same lemma
سَمَح,ستسمح,same lemma
سِجْن,سجنه,same lemma
طَلَب,طلباً,same lemma
ظُهْر,ظهره,same lemma
قَلَق,قلقون,same lemma
كافِي,كافياً,same lemma
نَفْس,لأنفسهم,same lemma
ٱِحْتِمال,لاحتمال,same lemma
خِدْمَة,لخدمات,same lemma
ٱِسْتِقْرار,للاستقرار,same lemma
تَرْوِيج,للترويج,same lemma
تَوَجَّه,للتوجه,same lemma
زِيارَة,للزيارة,same lemma
مَعْبَر,معابر,same lemma
مَقْبَر,مقابر,same lemma
مَلْعَب,ملاعب,same lemma
مُوَظَّف,موظفا,same lemma
أَطْلَق,نطلق,same lemma
أَمْنِيّ,وأمنية,same lemma
إِجْراء,وإجراءات,same lemma
سُلُوك,والسلوك,same lemma
إِنْشاء,وانشاء,same lemma
تَصاعُد,وتصاعد,same lemma
عاش,وتعيش,same lemma
حُسَيْن,وحسين,same lemma
رَأْس,ورأس,same lemma
شَرْط,وشروط,same lemma
عَرَب,وعرب,same lemma
قُدْرَة,وقدرته,same lemma
قُدْرَة,وقدرتها,same lemma
رُبَّما,ولربما,same lemma
مُحاسَبَة,ومحاسبة,same lemma
مُعْظَم,ومعظمهم,same lemma
مُمَثِّل,وممثل,same lemma
هَيْئَة,وهيئات,same lemma
ٱِسْتَخْدَم,يستخدمه,same lemma
أَعْطَى,يعطيك,same lemma
وازَى,يوازي,same lemma
أَدَّى,أدين,same lemma
أَرْض,أراضيه,same lemma
أَسْر,أسرهم,same lemma
أَصَرّ,أصرت,same lemma
أَمِين,أمناء,same lemma
ٱِحْتِياج,احتياجاتهم,same lemma
ٱِسْتَخْدَم,استخدموا,same lemma
ٱِسْتِغْلال,استغلالها,same lemma
إِصْلاحات,اصلاحات,same lemma
أَعاد,اعيد,same lemma
آلَة,الآلات,same lemma
أُسْبُوعِيّ,الأسبوعي,same lemma
أَكِيد,الأكيد,same lemma
تِرْسانَة,الترسانة,same lemma
تَشْكِيلِيّ,التشكيلي,same lemma
تَصْمِيم,التصاميم,same lemma
تَعْطِيل,التعطيل,same lemma
جَسَدِيّ,الجسدية,same lemma
جَوْلَة,الجولات,same lemma
حَرَج,الحرج,same lemma
شَغَل,الشغل,same lemma
عَرَف,العرف,same lemma
عاصِفَة,العواصف,same lemma
مُزْدَوِج,المزدوجة,same lemma
مُسْتَثْمِر,المستثمرون,same lemma
نائِب,النائبين,same lemma
هادِئ,الهادئة,same lemma
واجِب,الواجبات,same lemma
وَهْمِيّ,الوهمية,same lemma
أَنَّ,بأنهما,same lemma
ٱِسْتِغْلال,باستغلال,same lemma
كَشَف,بالكشف,same lemma
مَغْرِب,بالمغرب,same lemma
حَقّ,بحقها,same lemma
مَسْأَلَة,بمسألة,same lemma
أَرْضَى,ترضي,same lemma
تَصَدِّي,تصدى,same lemma
ٱِنْهار,تنهار,same lemma
حاضِر,حاضرا,same lemma
حَرِيق,حرائق,same lemma
حِزام,حزام,same lemma
حَسَب,حسبي,same lemma
حِمايَة,حمايته,same lemma
خُطَّة,خطتها,same lemma
راضِي,راضية,same lemma
زَمِيل,زملائي,same lemma
سِنْد,سند,same lemma
أَبْلَغ,سيبلغ,same lemma
سَيْطَرَة,سيطرتهم,same lemma
عَرَض,عرضاً,same lemma
عَصاً,عصا,same lemma
عَقار,عقار,same lemma
فَعالِيّات,فعالياته,same lemma
فِقْه,فقه,same lemma
فَهِم,فهمه,same lemma
قَرار,قراراتها,same lemma
قارَب,قوارب,same lemma
فَرْد,لأفراد,same lemma
ٱِسْتِهْداف,لاستهداف,same lemma
إِنْجاز,لانجاز,same lemma
جَرِيدَة,لجريدة,same lemma
خَمْس,لخمسة,same lemma
غَزَّة,لغزة,same lemma
إِصابَة,للإصابة,same lemma
خَطّ,للخطوط,same lemma
حَلّ,ليحل,same lemma
مُباشِر,مباشرا,same lemma
مُحَرَّر,محرر,same lemma
مُحِيط,محيطها,same lemma
مُرْتَفَع,مرتفعا,same lemma
مُعْتَدِل,معتدلة,same lemma
ناشِط,ناشطي,same lemma
تَعَلَّم,نتعلم,same lemma
نَزاهَة,نزاهة,same lemma
طِفْل,وأطفال,same lemma
ٱِضْطَرّ,واضطر,same lemma
أَطْلَق,واطلقت,same lemma
جَنُوبِيّ,والجنوبية,same lemma
جَهْل,والجهل,same lemma
خِبْرَة,والخبرات,same lemma
سِيادَة,والسيادة,same lemma
شِعار,والشعارات,same lemma
عَلاقَة,والعلاقة,same lemma
غِذاء,والغذاء,same lemma
مُهِمّ,والمهم,same lemma
نِزاع,والنزاعات,same lemma
نَمْسا,والنمسا,same lemma
بَيِّن,وبينت,same lemma
تَكْرِيس,وتكريس,same lemma
دَفْع,ودفعت,same lemma
وِصايَة,وصاية,same lemma
كَبِير,وكبيرة,same lemma
مَسْأَلَة,ومسألة,same lemma
نَدَّد,وندد,same lemma
حَظِي,ويحظى,same lemma
دَعْم,ويدعم,same lemma
وَقْف,ويقف,same lemma
حَدّ,يحد,same lemma
رَقِي,يرقى,same lemma
وَصَل,يصلون,same lemma
يُونْغ,يونغ,same lemma
عَرَف,يُعرف,same lemma
أَداء,أدائها,same lemma
صاحِب,أصحابه,same lemma
أَوْقَع,أوقع,same lemma
إِجابَة,إجابات,same lemma
إِعْلان,إعلانه,same lemma
أَحَرُونُوت,احرونوت,same lemma
ٱِشْتَرَط,اشترط,same lemma
أَشَدّ,الأشد,same lemma
عِيد,الأعياد,same lemma
إِرْهابِيّ,الإرهابيون,same lemma
إِغْلاق,الإغلاق,same lemma
ٱِسْتِشارِيّ,الاستشاري,same lemma
ٱِسْتِقْطاب,الاستقطاب,same lemma
ٱِقْتِصادِيّ,الاقتصاديات,same lemma
جُمْرُكِيّ,الجمركي,same lemma
جَيْب,الجيب,same lemma
حَدّاد,الحداد,same lemma
دِبلُوماسِيّ,الديبلوماسي,same lemma
سَفِير,السفيرة,same lemma
عَدّ,العد,same lemma
عِدَّة,العدة,same lemma
عَرِيق,العريق,same lemma
مُرْتَفَع,المرتفع,same lemma
مُعْتَقَد,المعتقدات,same lemma
مُعْتَمَد,المعتمدين,same lemma
وَسَطِيّ,الوسطي,same lemma
ٱِمْتِناع,امتناع,same lemma
إِنْجاح,انجاح,same lemma
أُوسْلُو,اوسلو,same lemma
جِهاز,بأجهزة,same lemma
مُفاوَضَة,بالمفاوضات,same lemma
ٱِنْقِلاب,بانقلاب,same lemma
بَرَى,براك,same lemma
ظِلّ,بظلالها,same lemma
مَكْتَب,بمكتب,same lemma
تَماشَى,تتماشى,same lemma
رَفَض,ترفضه,same lemma
تَعاوُن,تعاونا,same lemma
تَعاوُن,تعاونت,same lemma
ثُغْرَة,ثغرات,same lemma
حُلْو,حلو,same lemma
خَصّ,خص,same lemma
خَصْخَصَة,خصخصة,same lemma
دِيانَة,ديانة,same lemma
رابِع,رابعاً,same lemma
سِلاح,سلاحها,same lemma
شَأْن,شؤونه,same lemma
صِحَّة,صحتها,same lemma
ضَحِيَّة,ضحيته,same lemma
