rank,arabic_lemma,transliteration,english_core_gloss,part_of_speech,canonical_form_rule_used,root_if_relevant,estimated_frequency_tier,dispersion_score,usefulness_score,register_label,keep_reason,merged_forms_or_variants,notes
1761,فَوْضَى,fawoDaY,An order.,noun,noun: singular lemma,,T2,0.333,8.268,media,high_frequency + dispersion,الفوضى; فوضى; للفوضى; والفوضى; وفوضى,
1762,ٱِعْتَرَض,{iEotaraD,Consider...,verb,verb: 3ms past lemma,عرض,T2,0.333,8.267,media,high_frequency + dispersion,اعترض; اعترضت; اعترضوا; تعترض; واعترض ...,
1763,يَمَنِيّ,yamaniy~,He wishes.,adj,adj: masc singular lemma,,T2,0.333,8.267,media,high_frequency + dispersion,اليمنى; اليمني; اليمنية; اليمنيين; يمني ...,
1764,غَضَب,gaDab,Angry.,noun,noun: singular lemma,غضب,T2,0.333,8.267,media,high_frequency + dispersion,الغضب; بالغضب; بغضب; غضب; غضبا ...,
1765,جَرِيح,jariyH,Injured.,noun,noun: singular lemma,جرح,T2,0.333,8.265,media,high_frequency + dispersion,الجرحى; الجريح; جرحى; جريح; جريحا ...,
1766,تَفْتِيش,tafotiy$,Check.,noun,noun: singular lemma,فتش,T2,0.333,8.263,media,high_frequency + dispersion,التفتيش; بتفتيش; تفتيش; لتفتيش; للتفتيش ...,
1767,رائِد,rA}id,Major.,noun,noun: singular lemma,,T2,0.333,8.263,media,high_frequency + dispersion,الرائد; الرائدة; الرواد; رائد; رائدة ...,
1768,كُرْدِسْتانِيّ,kurodisotAniy~,Cristian.,adj,adj: masc singular lemma,,T2,0.333,8.261,media,high_frequency + dispersion,الكردستاني; الكردستانية,
1769,جار,jAr,Ongoing,noun,noun: singular lemma,,T2,0.333,8.261,media,high_frequency + dispersion,أجور; الجار; الجارة; الجارين; الجيران ...,
1770,مَجْهُول,majohuwl,Unknown,noun,noun: singular lemma,جهل,T2,0.333,8.259,media,high_frequency + dispersion,المجهول; المجهولة; مجهول; مجهولا; مجهولة ...,
1771,تَرَكَّز,tarak~az,Focus.,verb,verb: 3ms past lemma,ركز,T2,0.333,8.259,media,high_frequency + dispersion,تتركز; تركزت; ستتركز; وتتركز; وتركزت ...,
1772,بَشَر,ba$ar,Human.,noun,noun: singular lemma,بشر,T2,0.333,8.259,media,high_frequency + dispersion,البشر; بالبشر; تبشر; للبشر; يبشر,
1773,نَظَرِيَّة,naZariy~ap,Theoretical.,noun,noun: singular lemma,نظر,T2,0.333,8.259,media,high_frequency + dispersion,النظريات; النظرية; بنظرية; لنظرية; نظريات ...,
1774,مِحْوَر,miHowar,Modified.,noun,noun: singular lemma,,T2,0.333,8.258,media,high_frequency + dispersion,المحاور; المحور; محاور; محور; محورية,
1775,ٱِتَّسَم,{it~asam,Smile!,verb,verb: 3ms past lemma,,T2,0.333,8.257,media,high_frequency + dispersion,اتسم; اتسمت; تتسم; يتسم,
1776,إِيطالِيا,<iyTAliyA,Italy,noun_prop,noun: singular lemma,,T2,0.333,8.257,media,high_frequency + dispersion,إيطاليا; ايطاليا; بإيطاليا; وإيطاليا; وايطاليا,
1777,إِعْطاء,<iEoTA',Giving,noun,noun: singular lemma,,T2,0.333,8.254,media,high_frequency + dispersion,إعطاء; اعطاء; بإعطاء; باعطاء; لإعطاء ...,
1778,المنطقه،,AlmnTqh،,The area...,noun_prop,noun: singular lemma,,T2,0.333,8.252,media,high_frequency + dispersion,المنطقة،,
1779,لَوْن,lawon,Lon.,noun,noun: singular lemma,,T2,0.333,8.252,media,high_frequency + dispersion,ألوان; الألوان; اللون; بألوان; باللون ...,
1780,تشِيكِيّ,t$iykiy~,Chicken.,noun,noun: singular lemma,,T2,0.333,8.251,media,high_frequency + dispersion,التشيكي; التشيكية; تشيكيا; وتشيكيا,
1781,سِنْيُور,sinoyuwr,Senor.,noun_prop,noun: singular lemma,سنر,T2,0.333,8.25,media,high_frequency + dispersion,السنيورة,
1782,لازِم,lAzim,No; no,adj,adj: masc singular lemma,لزم,T2,0.333,8.25,media,high_frequency + dispersion,اللازم; اللازمة; لازم,
1783,مَنْدُوب,manoduwb,Squeeze.,noun,noun: singular lemma,ندب,T2,0.333,8.249,media,high_frequency + dispersion,المندوب; المندوبون; المندوبين; لمندوب; مندوب ...,
1784,لائِحَة,lA}iHap,List,noun,noun: singular lemma,,T2,0.333,8.248,media,high_frequency + dispersion,اللائحة; اللوائح; لائحة; لوائح; واللوائح,
1785,صُدُور,Suduwr,Shooting.,noun,noun: singular lemma,صدر,T2,0.333,8.246,media,high_frequency + dispersion,بصدور; صدور; صدوره; صدورها; لصدور ...,
1786,ٱِنْعَكَس,{inoEakas,Reverse!,verb,verb: 3ms past lemma,عكس,T2,0.333,8.245,media,high_frequency + dispersion,انعكس; انعكست; تنعكس; سينعكس; ينعكس,
1787,نِتانْياهُو,nitAnoyAhuw,Netanyahu,noun_prop,noun: singular lemma,,T2,0.333,8.243,media,high_frequency + dispersion,نتانياهو; نتنياهو,
1788,تَشْغِيل,ta$ogiyl,Running.,noun,noun: singular lemma,شغل,T2,0.333,8.241,media,high_frequency + dispersion,التشغيل; بتشغيل; تشغيل; تشغيله; تشغيلها ...,
1789,وَدَع,wadaE,Say goodbye.,verb,verb: 3ms past lemma,,T2,0.333,8.241,media,high_frequency + dispersion,تدع; دعنا; دعني; دعوا; دعونا ...,
1790,مُغادَرَة,mugAdarap,Leave.,noun,noun: singular lemma,غدر,T2,0.333,8.241,media,high_frequency + dispersion,المغادرة; بمغادرة; لمغادرة; مغادرة; مغادرته ...,
1791,مُراجَعَة,murAjaEap,Review,noun,noun: singular lemma,رجع,T2,0.333,8.239,media,high_frequency + dispersion,المراجعات; المراجعة; بمراجعة; للمراجعة; لمراجعة ...,
1792,ناشِط,nA$iT,Activate,noun,noun: singular lemma,نشط,T2,0.333,8.239,media,high_frequency + dispersion,الناشط; الناشطة; الناشطون; الناشطين; ناشط ...,
1793,نَقْص,naqoS,We're short.,noun,noun: singular lemma,نقص,T2,0.333,8.239,media,high_frequency + dispersion,النقص; لنقص; نقص; نقصا; ونقص ...,
1794,رَجا,rajA,Please.,verb,verb: 3ms past lemma,,T2,0.333,8.238,media,high_frequency + dispersion,أرجو; ارجو; رجا; نرجو; وأرجو ...,
1795,ٱِسْتِغْلال,{isotigolAl,Use,noun,noun: singular lemma,غلل,T2,0.333,8.238,media,high_frequency + dispersion,إستغلال; استغلال; استغلاله; استغلالها; الاستغلال ...,
1796,تَكَوَّن,takaw~an,Be.,verb,verb: 3ms past lemma,,T2,0.333,8.237,media,high_frequency + dispersion,تتكون; تكونت; لاتكون; وتتكون; ويتكون ...,
1797,طِراز,TirAz,A model.,noun,noun: singular lemma,طرز,T2,0.333,8.237,media,high_frequency + dispersion,الطراز; طراز,
1798,شِراكَة,$irAkap,A partnership.,noun,noun: singular lemma,شرك,T2,0.333,8.237,media,high_frequency + dispersion,الشراكة; بالشراكة; شراكة; للشراكة; والشراكة,
1799,كِيان,kiyAn,Keen.,noun,noun: singular lemma,,T2,0.333,8.237,media,high_frequency + dispersion,الكيان; الكيانات; كيان; كيانا; كيانات ...,
1800,هِنْدِيّ,hinodiy~,Hindi.,adj,adj: masc singular lemma,هند,T2,0.333,8.236,media,high_frequency + dispersion,الهندي; الهندية; الهنود; هندي; هندية ...,
1801,سُلُوك,suluwk,Your conduct.,noun,noun: singular lemma,سلك,T2,0.333,8.235,media,high_frequency + dispersion,السلوك; بسلوك; سلوك; سلوكا; سلوكه ...,
1802,دميتري,dmytry,Dmitry.,noun_prop,noun: singular lemma,,T2,0.333,8.233,media,high_frequency + dispersion,دميتري,
1803,يُورانِيُوم,yuwrAniyuwm,Yoranium.,noun,noun: singular lemma,,T2,0.333,8.233,media,high_frequency + dispersion,اليورانيوم; لليورانيوم; يورانيوم,
1804,تَمُّوز,tam~uwz,Ahhhhhhhhhhhhhhhhhh,noun_prop,noun: singular lemma,,T2,0.333,8.23,media,high_frequency + dispersion,تموز,
1805,سِباق,sibAq,Race.,noun,noun: singular lemma,سبق,T2,0.333,8.23,media,high_frequency + dispersion,السباق; سباق; سباقا; سباقات; لسباق,
1806,تَصَوُّر,taSaw~ur,Picture,noun,noun: singular lemma,,T2,0.333,8.23,media,high_frequency + dispersion,أتصور; التصور; التصورات; تتصور; تصور ...,
1807,ايران،,AyrAn،,Iran,noun_prop,noun: singular lemma,,T2,0.333,8.227,media,high_frequency + dispersion,إيران،; ايران،,
1808,إِعْدام,<iEodAm,Execution,noun,noun: singular lemma,عدم,T2,0.333,8.226,media,high_frequency + dispersion,إعدام; اعدام; الإعدام; الاعدام; بإعدام ...,
1809,شَقِيق,$aqiyq,Brother.,noun,noun: singular lemma,شقق,T2,0.333,8.226,media,high_frequency + dispersion,الأشقاء; الاشقاء; الشقيق; الشقيقين; شقيق ...,
1810,لُعْبَة,luEobap,Game.,noun,noun: singular lemma,لعب,T2,0.333,8.225,media,high_frequency + dispersion,اللعبة; لعبة; للعبة,
1811,نَزَل,nazal,A motel.,verb,verb: 3ms past lemma,نزل,T2,0.333,8.225,media,high_frequency + dispersion,أنزل; تنزل; نزل; نزلت; نزلوا ...,
1812,سَلْبِيّ,salobiy~,Negative.,adj,adj: masc singular lemma,سلب,T2,0.333,8.224,media,high_frequency + dispersion,السلبي; السلبية; سلبي; سلبيا; سلبياً ...,
1813,فَرْع,faroE,Squawk!,noun,noun: singular lemma,فرع,T2,0.333,8.224,media,high_frequency + dispersion,الفرع; الفروع; فرع; فرعا; فروع ...,
1814,تَأَكُّد,ta>ak~ud,Make sure.,noun,noun: singular lemma,,T2,0.333,8.223,media,high_frequency + dispersion,التأكد; تأكد; تأكدت; تتأكد; للتأكد ...,
1815,أَلْغَى,>alogaY,Cancel!,verb,verb: 3ms past lemma,,T2,0.333,8.223,media,high_frequency + dispersion,ألغت; ألغى; ألغي; ألغيت; الغت ...,
1816,لَقَب,laqab,A nickname.,noun,noun: singular lemma,لقب,T2,0.333,8.222,media,high_frequency + dispersion,ألقاب; الألقاب; اللقب; باللقب; بلقب ...,
1817,راهِن,rAhin,Bet.,adj,adj: masc singular lemma,رهن,T2,0.333,8.222,media,high_frequency + dispersion,الراهن; الراهنة; تراهن; راهن; يراهن,
1818,ٱِشْتِراكِيّ,{i$otirAkiy~,My partnership.,adj,adj: masc singular lemma,شرك,T2,0.333,8.22,media,high_frequency + dispersion,اشتراكي; اشتراكية; الإشتراكي; الإشتراكية; الاشتراكي ...,
1819,طُنّ,Tun~,Ton.,noun,noun: singular lemma,,T2,0.333,8.217,media,high_frequency + dispersion,أطنان; بطن; طن; طنا; للطن,
1820,صِلَة,Silap,A connection.,noun,noun: singular lemma,,T2,0.333,8.216,media,high_frequency + dispersion,الصلات; الصلة; بصلة; صلة,
1821,مَتَى,mataY,When?,adv_rel,particle/base,,T2,0.333,8.215,media,high_frequency + dispersion,فمتى; متى; ومتى,
1822,ظَنّ,Zan~,He thought...,noun,noun: singular lemma,ظنن,T2,0.333,8.215,media,high_frequency + dispersion,أظن; اظن; الظن; تظن; ظن ...,
1823,قَذِيفَة,qa*iyfap,A missile.,noun,noun: singular lemma,قذف,T2,0.333,8.214,media,high_frequency + dispersion,القذائف; بقذائف; بقذيفة; قذائف; قذيفة ...,
1824,جَدُر,jadur,Ah; ah,verb,verb: 3ms past lemma,جدر,T2,0.333,8.213,media,high_frequency + dispersion,تجدر; وتجدر; ويجدر; يجدر,
1825,غُضُون,guDuwn,Grow up.,noun,noun: singular lemma,غضن,T2,0.333,8.212,media,high_frequency + dispersion,غضون,
1826,راحِل,rAHil,He's leaving.,noun,noun: singular lemma,رحل,T2,0.333,8.212,media,high_frequency + dispersion,الراحل; الراحلة,
1827,صِيغَة,Siygap,Drafting,noun,noun: singular lemma,,T2,0.333,8.21,media,high_frequency + dispersion,الصيغ; الصيغة; بالصيغة; بصيغة; بصيغته ...,
1828,تَعْذِيب,taEo*iyb,Torture.,noun,noun: singular lemma,عذب,T2,0.333,8.21,media,high_frequency + dispersion,التعذيب; بتعذيب; تعذيب; للتعذيب; والتعذيب ...,
1829,طُول,Tuwl,Long.,noun,noun: singular lemma,,T2,0.333,8.209,media,high_frequency + dispersion,الطول; بطول; طول; طوله; طولها ...,
1830,مَثابَة,mavAbap,Persistence.,noun,noun: singular lemma,,T2,0.333,8.208,media,high_frequency + dispersion,بمثابة,
1831,سِياحَة,siyAHap,A tourist.,noun,noun: singular lemma,,T2,0.333,8.208,media,high_frequency + dispersion,السياحة; سياحة; للسياحة; والسياحة,
1832,صُور,Suwr,Pictures,noun_prop,noun: singular lemma,,T2,0.333,8.206,media,high_frequency + dispersion,صور; صورت; يصور,
1833,رَقابَة,raqAbap,A watch.,noun,noun: singular lemma,رقب,T2,0.333,8.206,media,high_frequency + dispersion,الرقابة; رقابة; لرقابة; للرقابة; والرقابة,
1834,مَشْعَر,ma$oEar,Feeling.,noun,noun: singular lemma,شعر,T2,0.333,8.206,media,high_frequency + dispersion,المشاعر; لمشاعر; مشاعر; مشاعره; مشاعرهم ...,
1835,مُؤَيِّد,mu&ay~id,Supporter,noun,noun: singular lemma,,T2,0.333,8.204,media,high_frequency + dispersion,المؤيد; المؤيدة; المؤيدون; المؤيدين; مؤيد ...,
1836,قارِئ,qAri},Reader.,noun,noun: singular lemma,,T2,0.333,8.204,media,high_frequency + dispersion,القارئ; القاري; القارية; القراء; قارئ ...,
1837,مُضادّ,muDAd~,Antidote.,adj,adj: masc singular lemma,ضدد,T2,0.333,8.202,media,high_frequency + dispersion,المضاد; المضادة; مضاد; مضادا; مضادة,
1838,مَغْرِبِيّ,magoribiy~,My weird.,adj,adj: masc singular lemma,غرب,T2,0.333,8.202,media,high_frequency + dispersion,المغاربة; المغربي; المغربية; مغاربة; مغربي ...,
1839,تَرْتِيب,tarotiyb,Arrange.,noun,noun: singular lemma,رتب,T2,0.333,8.201,media,high_frequency + dispersion,الترتيب; الترتيبات; بترتيب; ترتيب; ترتيبات ...,
1840,رَصْد,raSod,Observe,noun,noun: singular lemma,رصد,T2,0.333,8.201,media,high_frequency + dispersion,الأرصاد; الرصد; برصد; ترصد; رصد ...,
1841,نَشَأ,na$a>,He grew up.,verb,verb: 3ms past lemma,,T2,0.333,8.201,media,high_frequency + dispersion,نشأ; نشأت; ونشأت; ينشأ,
1842,غِذاء,gi*A',Food.,noun,noun: singular lemma,,T2,0.333,8.2,media,high_frequency + dispersion,الأغذية; الاغذية; الغذاء; غذاء; للغذاء ...,
1843,أَغْلَب,>agolab,I win.,noun,noun: singular lemma,غلب,T2,0.333,8.2,media,high_frequency + dispersion,أغلبية; اغلب; الأغلب; بأغلبية; باغلبية,
1844,مُوَحَّد,muwaH~ad,United,adj,adj: masc singular lemma,,T2,0.333,8.2,media,high_frequency + dispersion,الموحد; الموحدة; موحد; موحدا; موحداً ...,
1845,تَخْطِيط,taxoTiyT,She's planning.,noun,noun: singular lemma,خطط,T2,0.333,8.198,media,high_frequency + dispersion,التخطيط; بالتخطيط; تخطيط; للتخطيط; والتخطيط ...,
1846,نِيابَة,niyAbap,On duty.,noun,noun: singular lemma,,T2,0.333,8.197,media,high_frequency + dispersion,النيابة; بالنيابة; للنيابة; نيابة; ونيابة,
1847,ٱِنْتَخَب,{inotaxab,ELSE TO BE ELECTIONED,verb,verb: 3ms past lemma,نخب,T2,0.333,8.197,media,high_frequency + dispersion,انتخب; انتخبت; انتخبوا; تنتخب; وانتخب ...,
1848,مَوْصِل,mawoSil,Connected,noun_prop,noun: singular lemma,,T2,0.333,8.197,media,high_frequency + dispersion,الموصل; والموصل,
1849,بَرَّر,bar~ar,He's justified.,verb,verb: 3ms past lemma,برر,T2,0.333,8.196,media,high_frequency + dispersion,برر; بررت; تبرر; وبرر; وبررت ...,
1850,شَجَّع,$aj~aE,Cheer up.,verb,verb: 3ms past lemma,شجع,T2,0.333,8.196,media,high_frequency + dispersion,تشجع; شجع; شجعت; نشجع; ويشجع ...,
1851,بابا,bAbA,Daddy!,noun_prop,noun: singular lemma,,T2,0.333,8.196,media,high_frequency + dispersion,البابا; بابا; للبابا,
1852,أَمانَة,>amAnap,Honestly.,noun,noun: singular lemma,,T2,0.333,8.196,media,high_frequency + dispersion,أمانة; الأمانة; الامانة; امانة; بالأمانة ...,
1853,مَرْتَبَة,marotabap,Arranged.,noun,noun: singular lemma,رتب,T2,0.333,8.194,media,high_frequency + dispersion,المراتب; المرتبة; بالمرتبة; مراتب; مرتبة ...,
1854,ساحِل,sAHil,A sailor.,noun,noun: singular lemma,سحل,T2,0.333,8.194,media,high_frequency + dispersion,الساحل; السواحل; ساحل; سواحل,
1855,جِوار,jiwAr,Neighbor.,noun,noun: singular lemma,,T2,0.333,8.194,media,high_frequency + dispersion,الجوار; بجوار; جوار,
1856,خَطْف,xaTof,Kidnapping.,noun,noun: singular lemma,خطف,T2,0.333,8.194,media,high_frequency + dispersion,الخطف; بخطف; خطف; خطفت; خطفه ...,
